bestand,noise,algoritme,tijd,metriek,voor,na,verschil
lena/,9_stripes_w3_p8_s1_f0.png,DCT row,0.027738285,PSNR,7.80830383650632,8.23950281797668,0.431198981470365
lena/,9_stripes_w3_p8_s1_f0.png,DCT row,0.027738285,SSIM,0.0439948675910818,0.0234843340222036,-0.0205105335688782
lena/,9_stripes_w3_p8_s1_f0.png,DCT col,0.028183327,PSNR,7.80830383650632,8.34990911114051,0.541605274634188
lena/,9_stripes_w3_p8_s1_f0.png,DCT col,0.028183327,SSIM,0.0439948675910818,0.0276322352830866,-0.0163626323079952
lena_color/,0_original.png,Convolution filter,0.177865297,SSIM,1,0.984371246540659,-0.0156287534593414
lena_color/,0_original.png,Spectrum filter,0.179327052,SSIM,1,0.982542729608308,-0.0174572703916915
lena_color/,0_original.png,First spectrum then convolution,0.3434107,SSIM,1,0.968813017951708,-0.0311869820482916
lena_color/,0_original.png,First convolution then spectrum,0.333888673,SSIM,1,0.965871730160899,-0.0341282698391007
lena_color/,0_original.png,Wiener Filter,0.029538563,SSIM,1,0.987362687696241,-0.012637312303759
lena_color/,0_original.png,FFT row,0.043914307,SSIM,1,0.901334615810237,-0.0986653841897626
lena_color/,0_original.png,FFT col,0.027287665,SSIM,1,0.874852767218785,-0.125147232781215
lena_color/,0_original.png,DCT row,0.080957165,SSIM,1,0.716871672693824,-0.283128327306176
lena_color/,0_original.png,DCT col,0.073556803,SSIM,1,0.75238283195677,-0.24761716804323
lena_color/,1_poisson.png,Convolution filter,0.172985952,PSNR,27.137939672081,30.9240971644532,3.78615749237224
lena_color/,1_poisson.png,Convolution filter,0.172985952,SSIM,0.950070926673553,0.978767529792592,0.0286966031190384
lena_color/,1_poisson.png,Spectrum filter,0.163079995,PSNR,27.137939672081,26.2084678153129,-0.92947185676811
lena_color/,1_poisson.png,Spectrum filter,0.163079995,SSIM,0.950070926673553,0.940721536780972,-0.00934938989258061
lena_color/,1_poisson.png,First spectrum then convolution,0.345226251,PSNR,27.137939672081,28.9220963597099,1.78415668762891
lena_color/,1_poisson.png,First spectrum then convolution,0.345226251,SSIM,0.950070926673553,0.9687398791907,0.0186689525171465
lena_color/,1_poisson.png,First convolution then spectrum,0.324284107,PSNR,27.137939672081,28.2919228937864,1.15398322170542
lena_color/,1_poisson.png,First convolution then spectrum,0.324284107,SSIM,0.950070926673553,0.963876167577342,0.0138052409037887
lena_color/,1_poisson.png,Wiener Filter,0.029400903,PSNR,27.137939672081,31.7292173298892,4.59127765780818
lena_color/,1_poisson.png,Wiener Filter,0.029400903,SSIM,0.950070926673553,0.98177344533333,0.0317025186597772
lena_color/,1_poisson.png,FFT row,0.041479979,PSNR,27.137939672081,18.3763452993228,-8.7615943727582
lena_color/,1_poisson.png,FFT row,0.041479979,SSIM,0.950070926673553,0.879440457176643,-0.0706304694969097
lena_color/,1_poisson.png,FFT col,0.025631035,PSNR,27.137939672081,17.2757320256145,-9.86220764646652
lena_color/,1_poisson.png,FFT col,0.025631035,SSIM,0.950070926673553,0.852942120533132,-0.0971288061404215
lena_color/,1_poisson.png,DCT row,0.086118183,PSNR,27.137939672081,14.3775148805556,-12.7604247915254
lena_color/,1_poisson.png,DCT row,0.086118183,SSIM,0.950070926673553,0.690678047572193,-0.259392879101361
lena_color/,1_poisson.png,DCT col,0.072416065,PSNR,27.137939672081,15.1710603015055,-11.9668793705755
lena_color/,1_poisson.png,DCT col,0.072416065,SSIM,0.950070926673553,0.723023842246755,-0.227047084426798
lena_color/,2_speckle.png,Convolution filter,0.173683711,PSNR,18.7819838106656,26.4231477064172,7.64116389575159
lena_color/,2_speckle.png,Convolution filter,0.173683711,SSIM,0.757012091013016,0.941332875238452,0.184320784225436
lena_color/,2_speckle.png,Spectrum filter,0.167513507,PSNR,18.7819838106656,18.985964519582,0.203980708916323
lena_color/,2_speckle.png,Spectrum filter,0.167513507,SSIM,0.757012091013016,0.760638531766315,0.00362644075329888
lena_color/,2_speckle.png,First spectrum then convolution,0.350082426,PSNR,18.7819838106656,26.1444903744187,7.3625065637531
lena_color/,2_speckle.png,First spectrum then convolution,0.350082426,SSIM,0.757012091013016,0.938843066514573,0.181830975501558
lena_color/,2_speckle.png,First convolution then spectrum,0.338236315,PSNR,18.7819838106656,26.011895091174,7.22991128050836
lena_color/,2_speckle.png,First convolution then spectrum,0.338236315,SSIM,0.757012091013016,0.93784680029614,0.180834709283124
lena_color/,2_speckle.png,Wiener Filter,0.030860382,PSNR,18.7819838106656,26.1479585959474,7.36597478528173
lena_color/,2_speckle.png,Wiener Filter,0.030860382,SSIM,0.757012091013016,0.935539110551955,0.178527019538939
lena_color/,2_speckle.png,FFT row,0.041211225,PSNR,18.7819838106656,16.9926680251742,-1.78931578549147
lena_color/,2_speckle.png,FFT row,0.041211225,SSIM,0.757012091013016,0.778840203890546,0.0218281128775302
lena_color/,2_speckle.png,FFT col,0.025725637,PSNR,18.7819838106656,16.1503545601166,-2.631629250549
lena_color/,2_speckle.png,FFT col,0.025725637,SSIM,0.757012091013016,0.752578723717861,-0.00443336729515476
lena_color/,2_speckle.png,DCT row,0.090906063,PSNR,18.7819838106656,13.4092919671764,-5.3726918434892
lena_color/,2_speckle.png,DCT row,0.090906063,SSIM,0.757012091013016,0.573007548630698,-0.184004542382318
lena_color/,2_speckle.png,DCT col,0.075144325,PSNR,18.7819838106656,13.9964988860003,-4.78548492466533
lena_color/,2_speckle.png,DCT col,0.075144325,SSIM,0.757012091013016,0.59174882698068,-0.165263264032336
lena_color/,3_saltpepper_0-1.png,Convolution filter,0.175753356,PSNR,15.1503153718494,23.4100656833651,8.25975031151578
lena_color/,3_saltpepper_0-1.png,Convolution filter,0.175753356,SSIM,0.58030257811732,0.892492603497225,0.312190025379905
lena_color/,3_saltpepper_0-1.png,Spectrum filter,0.165594055,PSNR,15.1503153718494,15.5067964594659,0.356481087616576
lena_color/,3_saltpepper_0-1.png,Spectrum filter,0.165594055,SSIM,0.58030257811732,0.594103252252772,0.0138006741354526
lena_color/,3_saltpepper_0-1.png,First spectrum then convolution,0.361462934,PSNR,15.1503153718494,23.5464838928576,8.39616852100825
lena_color/,3_saltpepper_0-1.png,First spectrum then convolution,0.361462934,SSIM,0.58030257811732,0.89584814014163,0.31554556202431
lena_color/,3_saltpepper_0-1.png,First convolution then spectrum,0.343183921,PSNR,15.1503153718494,23.7470970327364,8.59678166088707
lena_color/,3_saltpepper_0-1.png,First convolution then spectrum,0.343183921,SSIM,0.58030257811732,0.900665741002441,0.320363162885121
lena_color/,3_saltpepper_0-1.png,Wiener Filter,0.030410464,PSNR,15.1503153718494,21.8763931862182,6.7260778143688
lena_color/,3_saltpepper_0-1.png,Wiener Filter,0.030410464,SSIM,0.58030257811732,0.857898762582719,0.277596184465399
lena_color/,3_saltpepper_0-1.png,FFT row,0.041930941,PSNR,15.1503153718494,15.4053199004617,0.255004528612343
