bestand,noise,algoritme,tijd,metriek,voor,na,verschil
lena_color/,3_saltpepper_0-1.png,FFT row,0.041930941,SSIM,0.58030257811732,0.667539893362285,0.0872373152449656
lena_color/,3_saltpepper_0-1.png,FFT col,0.026665418,PSNR,15.1503153718494,14.8489439386436,-0.301371433205766
lena_color/,3_saltpepper_0-1.png,FFT col,0.026665418,SSIM,0.58030257811732,0.649850621953318,0.0695480438359978
lena_color/,3_saltpepper_0-1.png,DCT row,0.088467986,PSNR,15.1503153718494,12.3284918348288,-2.82182353702058
lena_color/,3_saltpepper_0-1.png,DCT row,0.088467986,SSIM,0.58030257811732,0.461999048090934,-0.118303530026386
lena_color/,3_saltpepper_0-1.png,DCT col,0.074846373,PSNR,15.1503153718494,12.7544158056847,-2.3958995661647
lena_color/,3_saltpepper_0-1.png,DCT col,0.074846373,SSIM,0.58030257811732,0.472276330767622,-0.108026247349698
lena_color/,4_gaussian_0_0-1.png,Convolution filter,0.186742713,PSNR,11.519009967981,19.9643352775421,8.44532530956111
lena_color/,4_gaussian_0_0-1.png,Convolution filter,0.186742713,SSIM,0.351754161888181,0.781463593703779,0.429709431815597
lena_color/,4_gaussian_0_0-1.png,Spectrum filter,0.171816659,PSNR,11.519009967981,12.0404221102278,0.521412142246781
lena_color/,4_gaussian_0_0-1.png,Spectrum filter,0.171816659,SSIM,0.351754161888181,0.371930785006156,0.0201766231179746
lena_color/,4_gaussian_0_0-1.png,First spectrum then convolution,0.344442202,PSNR,11.519009967981,20.1110889200244,8.59207895204342
lena_color/,4_gaussian_0_0-1.png,First spectrum then convolution,0.344442202,SSIM,0.351754161888181,0.787416912531323,0.435662750643142
lena_color/,4_gaussian_0_0-1.png,First convolution then spectrum,0.334058506,PSNR,11.519009967981,20.6317294346328,9.11271946665185
lena_color/,4_gaussian_0_0-1.png,First convolution then spectrum,0.334058506,SSIM,0.351754161888181,0.807490462369105,0.455736300480924
lena_color/,4_gaussian_0_0-1.png,Wiener Filter,0.031570178,PSNR,11.519009967981,21.1144284820163,9.59541851403534
lena_color/,4_gaussian_0_0-1.png,Wiener Filter,0.031570178,SSIM,0.351754161888181,0.832160236064671,0.48040607417649
lena_color/,4_gaussian_0_0-1.png,FFT row,0.041136484,PSNR,11.519009967981,13.1191795689926,1.60016960101161
lena_color/,4_gaussian_0_0-1.png,FFT row,0.041136484,SSIM,0.351754161888181,0.503951358009656,0.152197196121475
lena_color/,4_gaussian_0_0-1.png,FFT col,0.027989689,PSNR,11.519009967981,12.7980017483626,1.27899178038159
lena_color/,4_gaussian_0_0-1.png,FFT col,0.027989689,SSIM,0.351754161888181,0.490327677284385,0.138573515396203
lena_color/,4_gaussian_0_0-1.png,DCT row,0.08951613,PSNR,11.519009967981,10.6056497878954,-0.913360180085549
lena_color/,4_gaussian_0_0-1.png,DCT row,0.08951613,SSIM,0.351754161888181,0.3056931181184,-0.0460610437697812
lena_color/,4_gaussian_0_0-1.png,DCT col,0.074616455,PSNR,11.519009967981,10.8580962254018,-0.660913742579226
lena_color/,4_gaussian_0_0-1.png,DCT col,0.074616455,SSIM,0.351754161888181,0.308707506491821,-0.0430466553963601
lena_color/,5_gaussian_0_0-5.png,Convolution filter,0.180536202,PSNR,7.85001496504774,15.1527885145997,7.30277354955194
lena_color/,5_gaussian_0_0-5.png,Convolution filter,0.180536202,SSIM,0.135716944320446,0.479892621766064,0.344175677445617
lena_color/,5_gaussian_0_0-5.png,Spectrum filter,0.169950033,PSNR,7.85001496504774,8.65459499657339,0.804580031525647
lena_color/,5_gaussian_0_0-5.png,Spectrum filter,0.169950033,SSIM,0.135716944320446,0.150978594874432,0.0152616505539854
lena_color/,5_gaussian_0_0-5.png,First spectrum then convolution,0.338463399,PSNR,7.85001496504774,15.3225956088525,7.47258064380477
lena_color/,5_gaussian_0_0-5.png,First spectrum then convolution,0.338463399,SSIM,0.135716944320446,0.486477285633689,0.350760341313243
lena_color/,5_gaussian_0_0-5.png,First convolution then spectrum,0.337965257,PSNR,7.85001496504774,15.7376725116492,7.88765754660142
lena_color/,5_gaussian_0_0-5.png,First convolution then spectrum,0.337965257,SSIM,0.135716944320446,0.519707996627364,0.383991052306917
lena_color/,5_gaussian_0_0-5.png,Wiener Filter,0.032513127,PSNR,7.85001496504774,16.5431626861999,8.6931477211522
lena_color/,5_gaussian_0_0-5.png,Wiener Filter,0.032513127,SSIM,0.135716944320446,0.587675837257621,0.451958892937175
lena_color/,5_gaussian_0_0-5.png,FFT row,0.0487614,PSNR,7.85001496504774,10.1659061035283,2.31589113848054
lena_color/,5_gaussian_0_0-5.png,FFT row,0.0487614,SSIM,0.135716944320446,0.272287422340402,0.136570478019956
lena_color/,5_gaussian_0_0-5.png,FFT col,0.026630812,PSNR,7.85001496504774,10.0363881529582,2.18637318791043
lena_color/,5_gaussian_0_0-5.png,FFT col,0.026630812,SSIM,0.135716944320446,0.260568941320527,0.124851997000081
lena_color/,5_gaussian_0_0-5.png,DCT row,0.093369081,PSNR,7.85001496504774,8.65635771575725,0.806342750709511
lena_color/,5_gaussian_0_0-5.png,DCT row,0.093369081,SSIM,0.135716944320446,0.131817133914652,-0.00389981040579424
lena_color/,5_gaussian_0_0-5.png,DCT col,0.074904771,PSNR,7.85001496504774,8.75082200379968,0.900807038751937
lena_color/,5_gaussian_0_0-5.png,DCT col,0.074904771,SSIM,0.135716944320446,0.131612017605744,-0.00410492671470239
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,Convolution filter,0.168291535,PSNR,9.3911468023866,10.8789482982548,1.48780149586817
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,Convolution filter,0.168291535,SSIM,0.328645699856349,0.422773889902784,0.0941281900464352
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,Spectrum filter,0.163130973,PSNR,9.3911468023866,13.5279266672716,4.13677986488501
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,Spectrum filter,0.163130973,SSIM,0.328645699856349,0.780553050321721,0.451907350465372
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,First spectrum then convolution,0.338721723,PSNR,9.3911468023866,13.5115793581781,4.12043255579149
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,First spectrum then convolution,0.338721723,SSIM,0.328645699856349,0.774838623041934,0.446192923185585
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,First convolution then spectrum,0.332839266,PSNR,9.3911468023866,13.5000197817677,4.10887297938111
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,First convolution then spectrum,0.332839266,SSIM,0.328645699856349,0.771986993226561,0.443341293370212
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,Wiener Filter,0.030251165,PSNR,9.3911468023866,11.3480593990383,1.95691259665168
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,Wiener Filter,0.030251165,SSIM,0.328645699856349,0.496378151779915,0.167732451923566
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,FFT row,0.043572833,PSNR,9.3911468023866,10.6531058234123,1.2619590210257
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,FFT row,0.043572833,SSIM,0.328645699856349,0.456935641662966,0.128289941806617
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,FFT col,0.031476471,PSNR,9.3911468023866,8.99064582182867,-0.400500980557927
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,FFT col,0.031476471,SSIM,0.328645699856349,0.276425159107317,-0.0522205407490324
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,DCT row,0.095194963,PSNR,9.3911468023866,9.20707102671906,-0.184075775667543
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,DCT row,0.095194963,SSIM,0.328645699856349,0.2816756317137,-0.0469700681426489
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,DCT col,0.07743208,PSNR,9.3911468023866,9.6477895248721,0.256642722485497
lena_color/,6_hor._stripes_w3_p8_s1_f0.png,DCT col,0.07743208,SSIM,0.328645699856349,0.275965241211147,-0.0526804586452019
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,Convolution filter,0.16914315,PSNR,15.0744666227261,19.5376297428138,4.46316312008767
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,Convolution filter,0.16914315,SSIM,0.683692383280284,0.844094663896245,0.160402280615961
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,Spectrum filter,0.163969655,PSNR,15.0744666227261,22.1233711267085,7.04890450398239
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,Spectrum filter,0.163969655,SSIM,0.683692383280284,0.931477835578121,0.247785452297837
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,First spectrum then convolution,0.33933157,PSNR,15.0744666227261,22.2666231455696,7.19215652284351
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,First spectrum then convolution,0.33933157,SSIM,0.683692383280284,0.930989039273141,0.247296655992857
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,First convolution then spectrum,0.331812717,PSNR,15.0744666227261,22.1422232127777,7.06775659005158
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,First convolution then spectrum,0.331812717,SSIM,0.683692383280284,0.926647102109524,0.24295471882924
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,Wiener Filter,0.029606012,PSNR,15.0744666227261,18.0956873313673,3.02122070864123
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,Wiener Filter,0.029606012,SSIM,0.683692383280284,0.806954426794108,0.123262043513824
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,FFT row,0.041162501,PSNR,15.0744666227261,15.2528906857019,0.17842406297585
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,FFT row,0.041162501,SSIM,0.683692383280284,0.724953794194426,0.0412614109141419
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,FFT col,0.024839819,PSNR,15.0744666227261,13.2710646215905,-1.8034020011356
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,FFT col,0.024839819,SSIM,0.683692383280284,0.590543403611808,-0.0931489796684762
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,DCT row,0.093313399,PSNR,15.0744666227261,12.395210225256,-2.67925639747011
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,DCT row,0.093313399,SSIM,0.683692383280284,0.534092207147753,-0.149600176132531
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,DCT col,0.075537443,PSNR,15.0744666227261,12.8828582980068,-2.19160832471925
lena_color/,7_hor._stripes_w1_p10_s1_f0.png,DCT col,0.075537443,SSIM,0.683692383280284,0.535307335118602,-0.148385048161682
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,Convolution filter,0.165868262,PSNR,9.40656279183435,10.893515163362,1.48695237152768
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,Convolution filter,0.165868262,SSIM,0.328377157112265,0.422336581054781,0.0939594239425163
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,Spectrum filter,0.166587704,PSNR,9.40656279183435,13.5211093346682,4.11454654283388
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,Spectrum filter,0.166587704,SSIM,0.328377157112265,0.777875068276989,0.449497911164724
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,First spectrum then convolution,0.334212048,PSNR,9.40656279183435,13.5037151984625,4.09715240662811
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,First spectrum then convolution,0.334212048,SSIM,0.328377157112265,0.771332411327219,0.442955254214954
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,First convolution then spectrum,0.338184615,PSNR,9.40656279183435,13.4928395695998,4.08627677776543
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,First convolution then spectrum,0.338184615,SSIM,0.328377157112265,0.768623046511851,0.440245889399587
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,Wiener Filter,0.029145366,PSNR,9.40656279183435,11.3656910835426,1.95912829170823
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,Wiener Filter,0.029145366,SSIM,0.328377157112265,0.496921340211713,0.168544183099448
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,FFT row,0.041391905,PSNR,9.40656279183435,9.09629394799232,-0.310268843842023
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,FFT row,0.041391905,SSIM,0.328377157112265,0.287970135289138,-0.0404070218231267
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,FFT col,0.023557569,PSNR,9.40656279183435,10.4608902437008,1.05432745186641
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,FFT col,0.023557569,SSIM,0.328377157112265,0.435881176247278,0.107504019135014
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,DCT row,0.088602335,PSNR,9.40656279183435,9.52709548723727,0.120532695402922
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,DCT row,0.088602335,SSIM,0.328377157112265,0.27140545917188,-0.0569716979403846
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,DCT col,0.075377769,PSNR,9.40656279183435,9.36966797729372,-0.0368948145406218
lena_color/,8_vert._stripes_w3_p8_s1_f0.png,DCT col,0.075377769,SSIM,0.328377157112265,0.289118548207835,-0.0392586089044293
lena_color/,9_stripes_w3_p8_s1_f0.png,Convolution filter,0.168976947,PSNR,7.2885983724946,8.28152587252654,0.992927500031933
lena_color/,9_stripes_w3_p8_s1_f0.png,Convolution filter,0.168976947,SSIM,0.157227989343855,0.228858681451614,0.0716306921077589
lena_color/,9_stripes_w3_p8_s1_f0.png,Spectrum filter,0.168350873,PSNR,7.2885983724946,9.38400914399234,2.09541077149774
lena_color/,9_stripes_w3_p8_s1_f0.png,Spectrum filter,0.168350873,SSIM,0.157227989343855,0.438815976434487,0.281587987090632
lena_color/,9_stripes_w3_p8_s1_f0.png,First spectrum then convolution,0.34167464,PSNR,7.2885983724946,9.39438910481274,2.10579073231814
lena_color/,9_stripes_w3_p8_s1_f0.png,First spectrum then convolution,0.34167464,SSIM,0.157227989343855,0.440739987295506,0.28351199795165
lena_color/,9_stripes_w3_p8_s1_f0.png,First convolution then spectrum,0.332300963,PSNR,7.2885983724946,9.39004191008656,2.10144353759196
lena_color/,9_stripes_w3_p8_s1_f0.png,First convolution then spectrum,0.332300963,SSIM,0.157227989343855,0.441166018401643,0.283938029057788
lena_color/,9_stripes_w3_p8_s1_f0.png,Wiener Filter,0.029565532,PSNR,7.2885983724946,8.78520070819406,1.49660233569945
lena_color/,9_stripes_w3_p8_s1_f0.png,Wiener Filter,0.029565532,SSIM,0.157227989343855,0.30229645330922,0.145068463965365
lena_color/,9_stripes_w3_p8_s1_f0.png,FFT row,0.041706776,PSNR,7.2885983724946,7.73355950916598,0.444961136671376
lena_color/,9_stripes_w3_p8_s1_f0.png,FFT row,0.041706776,SSIM,0.157227989343855,0.187976535184443,0.0307485458405881
lena_color/,9_stripes_w3_p8_s1_f0.png,FFT col,0.026716917,PSNR,7.2885983724946,7.66386959960917,0.375271227114565
lena_color/,9_stripes_w3_p8_s1_f0.png,FFT col,0.026716917,SSIM,0.157227989343855,0.180137466472624,0.0229094771287685
lena_color/,9_stripes_w3_p8_s1_f0.png,DCT row,0.087956931,PSNR,7.2885983724946,7.82497525084034,0.53637687834574
lena_color/,9_stripes_w3_p8_s1_f0.png,DCT row,0.087956931,SSIM,0.157227989343855,0.164366029641386,0.00713804029753015
lena_color/,9_stripes_w3_p8_s1_f0.png,DCT col,0.078849888,PSNR,7.2885983724946,7.89319411983067,0.604595747336063
lena_color/,9_stripes_w3_p8_s1_f0.png,DCT col,0.078849888,SSIM,0.157227989343855,0.166100156061701,0.00887216671784544
rockefeller/,0_original.png,Convolution filter,0.970982656,SSIM,1,0.8782535236754,-0.1217464763246
rockefeller/,0_original.png,Spectrum filter,1.520385804,SSIM,1,0.700459965759724,-0.299540034240276
rockefeller/,0_original.png,First spectrum then convolution,1.755475832,SSIM,1,0.664574745899421,-0.335425254100579
rockefeller/,0_original.png,First convolution then spectrum,1.751679757,SSIM,1,0.662019952019551,-0.337980047980449
rockefeller/,0_original.png,Wiener Filter,0.188773098,SSIM,1,0.834498943154637,-0.165501056845363
rockefeller/,0_original.png,FFT row,0.325255131,SSIM,1,0.645575757494402,-0.354424242505598
rockefeller/,0_original.png,FFT col,0.159630095,SSIM,1,0.555804396178753,-0.444195603821247
rockefeller/,0_original.png,DCT row,0.894985538,SSIM,1,0.274832443336489,-0.725167556663511
rockefeller/,0_original.png,DCT col,0.5204555,SSIM,1,0.183412656890747,-0.816587343109253
rockefeller/,1_poisson.png,Convolution filter,1.062207351,PSNR,29.3063084672543,26.9913670908044,-2.31494137644992
rockefeller/,1_poisson.png,Convolution filter,1.062207351,SSIM,0.741611645220543,0.835157275839526,0.0935456306189835
rockefeller/,1_poisson.png,Spectrum filter,0.963304857,PSNR,29.3063084672543,23.5189811926438,-5.78732727461044
rockefeller/,1_poisson.png,Spectrum filter,0.963304857,SSIM,0.741611645220543,0.552511482832927,-0.189100162387616
rockefeller/,1_poisson.png,First spectrum then convolution,2.022298515,PSNR,29.3063084672543,23.1914893268345,-6.11481914041975
rockefeller/,1_poisson.png,First spectrum then convolution,2.022298515,SSIM,0.741611645220543,0.640682685952918,-0.100928959267625
rockefeller/,1_poisson.png,First convolution then spectrum,1.941976966,PSNR,29.3063084672543,22.9012964271756,-6.40501204007868
rockefeller/,1_poisson.png,First convolution then spectrum,1.941976966,SSIM,0.741611645220543,0.643930929734831,-0.0976807154857118
rockefeller/,1_poisson.png,Wiener Filter,0.191566677,PSNR,29.3063084672543,28.6005236434183,-0.705784823836019
rockefeller/,1_poisson.png,Wiener Filter,0.191566677,SSIM,0.741611645220543,0.813854222418136,0.0722425771975934
rockefeller/,1_poisson.png,FFT row,0.207775203,PSNR,29.3063084672543,17.6379755359458,-11.6683329313085
rockefeller/,1_poisson.png,FFT row,0.207775203,SSIM,0.741611645220543,0.51707713268412,-0.224534512536423
rockefeller/,1_poisson.png,FFT col,0.149312744,PSNR,29.3063084672543,16.5533701308849,-12.7529383363694
rockefeller/,1_poisson.png,FFT col,0.149312744,SSIM,0.741611645220543,0.390731846758498,-0.350879798462045
rockefeller/,1_poisson.png,DCT row,0.607694419,PSNR,29.3063084672543,13.6043381412116,-15.7019703260427
rockefeller/,1_poisson.png,DCT row,0.607694419,SSIM,0.741611645220543,0.206910913490987,-0.534700731729556
rockefeller/,1_poisson.png,DCT col,0.511586407,PSNR,29.3063084672543,13.0905950722776,-16.2157133949767
rockefeller/,1_poisson.png,DCT col,0.511586407,SSIM,0.741611645220543,0.165304863522759,-0.576306781697784
rockefeller/,2_speckle.png,Convolution filter,1.050181722,PSNR,22.1562416399131,25.8338298895534,3.67758824964032
rockefeller/,2_speckle.png,Convolution filter,1.050181722,SSIM,0.556272891223164,0.73637686556888,0.180103974345716
rockefeller/,2_speckle.png,Spectrum filter,1.028272138,PSNR,22.1562416399131,20.7380227876058,-1.4182188523073
rockefeller/,2_speckle.png,Spectrum filter,1.028272138,SSIM,0.556272891223164,0.429071128656117,-0.127201762567047
rockefeller/,2_speckle.png,First spectrum then convolution,2.159594078,PSNR,22.1562416399131,23.1584411716509,1.00219953173783
rockefeller/,2_speckle.png,First spectrum then convolution,2.159594078,SSIM,0.556272891223164,0.591565563872015,0.0352926726488517
rockefeller/,2_speckle.png,First convolution then spectrum,1.99319613,PSNR,22.1562416399131,22.7574513886131,0.601209748700011
rockefeller/,2_speckle.png,First convolution then spectrum,1.99319613,SSIM,0.556272891223164,0.586097057238785,0.0298241660156211
rockefeller/,2_speckle.png,Wiener Filter,0.194973642,PSNR,22.1562416399131,25.575153692047,3.41891205213393
rockefeller/,2_speckle.png,Wiener Filter,0.194973642,SSIM,0.556272891223164,0.721350357971697,0.165077466748534
rockefeller/,2_speckle.png,FFT row,0.212292098,PSNR,22.1562416399131,17.0470192327229,-5.10922240719025
rockefeller/,2_speckle.png,FFT row,0.212292098,SSIM,0.556272891223164,0.398345539610151,-0.157927351613012
rockefeller/,2_speckle.png,FFT col,0.154440164,PSNR,22.1562416399131,16.1429128005719,-6.01332883934126
rockefeller/,2_speckle.png,FFT col,0.154440164,SSIM,0.556272891223164,0.265027543446962,-0.291245347776202
rockefeller/,2_speckle.png,DCT row,0.669044639,PSNR,22.1562416399131,13.2544929063362,-8.9017487335769
rockefeller/,2_speckle.png,DCT row,0.669044639,SSIM,0.556272891223164,0.148078287566522,-0.408194603656642
rockefeller/,2_speckle.png,DCT col,0.559839799,PSNR,22.1562416399131,12.7821059152242,-9.37413572468887
rockefeller/,2_speckle.png,DCT col,0.559839799,SSIM,0.556272891223164,0.133899288760802,-0.422373602462362
rockefeller/,3_saltpepper_0-1.png,Convolution filter,1.079399132,PSNR,14.8677154478032,21.9463543434707,7.07863889566757
rockefeller/,3_saltpepper_0-1.png,Convolution filter,1.079399132,SSIM,0.255128852300419,0.473573198742048,0.218444346441629
rockefeller/,3_saltpepper_0-1.png,Spectrum filter,1.055390785,PSNR,14.8677154478032,15.0767107975991,0.208995349795952
rockefeller/,3_saltpepper_0-1.png,Spectrum filter,1.055390785,SSIM,0.255128852300419,0.220672523988325,-0.0344563283120942
rockefeller/,3_saltpepper_0-1.png,First spectrum then convolution,2.067013777,PSNR,14.8677154478032,21.3523542512904,6.48463880348718
rockefeller/,3_saltpepper_0-1.png,First spectrum then convolution,2.067013777,SSIM,0.255128852300419,0.426464720893816,0.171335868593397
rockefeller/,3_saltpepper_0-1.png,First convolution then spectrum,1.969381167,PSNR,14.8677154478032,21.0939891239512,6.22627367614806
rockefeller/,3_saltpepper_0-1.png,First convolution then spectrum,1.969381167,SSIM,0.255128852300419,0.40723119666235,0.152102344361931
rockefeller/,3_saltpepper_0-1.png,Wiener Filter,0.201419666,PSNR,14.8677154478032,20.5455663250359,5.67785087723273
rockefeller/,3_saltpepper_0-1.png,Wiener Filter,0.201419666,SSIM,0.255128852300419,0.462497069926572,0.207368217626153
rockefeller/,3_saltpepper_0-1.png,FFT row,0.210787288,PSNR,14.8677154478032,14.8508405061534,-0.0168749416498173
rockefeller/,3_saltpepper_0-1.png,FFT row,0.210787288,SSIM,0.255128852300419,0.219150325389828,-0.0359785269105914
rockefeller/,3_saltpepper_0-1.png,FFT col,0.156851772,PSNR,14.8677154478032,14.2711391548667,-0.596576292936437
rockefeller/,3_saltpepper_0-1.png,FFT col,0.156851772,SSIM,0.255128852300419,0.126094573536479,-0.129034278763941
rockefeller/,3_saltpepper_0-1.png,DCT row,0.641135559,PSNR,14.8677154478032,11.7688726296406,-3.09884281816262
rockefeller/,3_saltpepper_0-1.png,DCT row,0.641135559,SSIM,0.255128852300419,0.0766322373058002,-0.178496614994619
rockefeller/,3_saltpepper_0-1.png,DCT col,0.575060976,PSNR,14.8677154478032,11.4856826679007,-3.38203277990248
rockefeller/,3_saltpepper_0-1.png,DCT col,0.575060976,SSIM,0.255128852300419,0.076387517735287,-0.178741334565132
rockefeller/,4_gaussian_0_0-1.png,Convolution filter,1.094710346,PSNR,11.7297643981001,19.0981858598813,7.36842146178124
rockefeller/,4_gaussian_0_0-1.png,Convolution filter,1.094710346,SSIM,0.119180943510029,0.310384804218576,0.191203860708547
rockefeller/,4_gaussian_0_0-1.png,Spectrum filter,1.031638849,PSNR,11.7297643981001,12.1845798247035,0.454815426603481
rockefeller/,4_gaussian_0_0-1.png,Spectrum filter,1.031638849,SSIM,0.119180943510029,0.114314367130417,-0.00486657637961126
rockefeller/,4_gaussian_0_0-1.png,First spectrum then convolution,2.099820429,PSNR,11.7297643981001,18.9229467246655,7.19318232656539
rockefeller/,4_gaussian_0_0-1.png,First spectrum then convolution,2.099820429,SSIM,0.119180943510029,0.29845700477586,0.179276061265831
rockefeller/,4_gaussian_0_0-1.png,First convolution then spectrum,1.973939537,PSNR,11.7297643981001,19.0581108437383,7.32834644563826
rockefeller/,4_gaussian_0_0-1.png,First convolution then spectrum,1.973939537,SSIM,0.119180943510029,0.282771244907139,0.16359030139711
rockefeller/,4_gaussian_0_0-1.png,Wiener Filter,0.200370527,PSNR,11.7297643981001,19.5175672617638,7.78780286366377
rockefeller/,4_gaussian_0_0-1.png,Wiener Filter,0.200370527,SSIM,0.119180943510029,0.339593389973883,0.220412446463854
rockefeller/,4_gaussian_0_0-1.png,FFT row,0.216100278,PSNR,11.7297643981001,13.0632872043978,1.33352280629774
rockefeller/,4_gaussian_0_0-1.png,FFT row,0.216100278,SSIM,0.119180943510029,0.124694898170361,0.005513954660332
rockefeller/,4_gaussian_0_0-1.png,FFT col,0.156535949,PSNR,11.7297643981001,12.6012431591071,0.871478761007053
rockefeller/,4_gaussian_0_0-1.png,FFT col,0.156535949,SSIM,0.119180943510029,0.0661479141092907,-0.0530330294007379
rockefeller/,4_gaussian_0_0-1.png,DCT row,0.54924073,PSNR,11.7297643981001,10.4746454489827,-1.25511894911732
rockefeller/,4_gaussian_0_0-1.png,DCT row,0.54924073,SSIM,0.119180943510029,0.0459149758914632,-0.0732659676185654
rockefeller/,4_gaussian_0_0-1.png,DCT col,0.593006861,PSNR,11.7297643981001,10.3359884320892,-1.39377596601091
rockefeller/,4_gaussian_0_0-1.png,DCT col,0.593006861,SSIM,0.119180943510029,0.0457417348572598,-0.0734392086527688
rockefeller/,5_gaussian_0_0-5.png,Convolution filter,1.230183775,PSNR,7.79798804405467,14.2758192199923,6.47783117593762
rockefeller/,5_gaussian_0_0-5.png,Convolution filter,1.230183775,SSIM,0.0418461106856179,0.148992281098637,0.10714617041302
rockefeller/,5_gaussian_0_0-5.png,Spectrum filter,1.069897809,PSNR,7.79798804405467,8.54065598162119,0.742667937566521
rockefeller/,5_gaussian_0_0-5.png,Spectrum filter,1.069897809,SSIM,0.0418461106856179,0.0440425275279076,0.0021964168422897
rockefeller/,5_gaussian_0_0-5.png,First spectrum then convolution,2.163444465,PSNR,7.79798804405467,14.2965640176768,6.49857597362211
rockefeller/,5_gaussian_0_0-5.png,First spectrum then convolution,2.163444465,SSIM,0.0418461106856179,0.153083675791695,0.111237565106077
rockefeller/,5_gaussian_0_0-5.png,First convolution then spectrum,2.017415813,PSNR,7.79798804405467,14.6229567308177,6.82496868676306
rockefeller/,5_gaussian_0_0-5.png,First convolution then spectrum,2.017415813,SSIM,0.0418461106856179,0.145102274678108,0.103256163992491
rockefeller/,5_gaussian_0_0-5.png,Wiener Filter,0.209282592,PSNR,7.79798804405467,15.1824587836281,7.38447073957342
rockefeller/,5_gaussian_0_0-5.png,Wiener Filter,0.209282592,SSIM,0.0418461106856179,0.188510190631278,0.14666407994566
rockefeller/,5_gaussian_0_0-5.png,FFT row,0.214771432,PSNR,7.79798804405467,9.93316534315176,2.13517729909709
rockefeller/,5_gaussian_0_0-5.png,FFT row,0.214771432,SSIM,0.0418461106856179,0.0643963181416747,0.0225502074560568
rockefeller/,5_gaussian_0_0-5.png,FFT col,0.184896069,PSNR,7.79798804405467,9.75427020628976,1.95628216223509
rockefeller/,5_gaussian_0_0-5.png,FFT col,0.184896069,SSIM,0.0418461106856179,0.0335730215586177,-0.00827308912700014
rockefeller/,5_gaussian_0_0-5.png,DCT row,0.650459543,PSNR,7.79798804405467,8.39247198463447,0.594483940579801
rockefeller/,5_gaussian_0_0-5.png,DCT row,0.650459543,SSIM,0.0418461106856179,0.0205666478271043,-0.0212794628585135
rockefeller/,5_gaussian_0_0-5.png,DCT col,0.609921997,PSNR,7.79798804405467,8.33729584733699,0.539307803282314
rockefeller/,5_gaussian_0_0-5.png,DCT col,0.609921997,SSIM,0.0418461106856179,0.0204289642413205,-0.0214171464442974
rockefeller/,6_hor._stripes_w3_p8_s1_f0.png,Convolution filter,1.140212761,PSNR,13.23140243779,14.5214451618941,1.29004272410413
rockefeller/,6_hor._stripes_w3_p8_s1_f0.png,Convolution filter,1.140212761,SSIM,0.265404970838181,0.265511568542017,0.000106597703835254
